City,Date,PM2.5,PM10,O3,NO2,CO,SO2,AQI
Chennai,2015-01-31,48.57,95.68,38.57,46.59,0.94,7.88,118.0
Chennai,2015-02-01,48.57,95.68,42.61,26.05,0.71,7.76,118.0
Chennai,2015-02-02,48.57,95.68,38.8,15.82,1.59,10.58,118.0
Chennai,2015-02-03,48.57,95.68,29.08,14.89,0.98,6.83,118.0
Chennai,2015-02-04,48.57,95.68,36.62,14.0,0.85,4.89,118.0
Chennai,2015-02-05,48.57,95.68,29.93,19.17,0.95,7.48,118.0
Chennai,2015-02-06,48.57,95.68,37.13,16.7,0.76,7.36,118.0
Chennai,2015-02-07,48.57,95.68,33.12,13.46,0.89,6.42,118.0
Chennai,2015-02-08,48.57,95.68,33.17,12.98,1.16,6.21,118.0
Chennai,2015-02-09,48.57,95.68,31.08,13.43,1.1,6.27,118.0
Chennai,2015-02-10,48.57,95.68,40.77,13.2,1.0,6.64,118.0
Chennai,2015-02-11,48.57,95.68,40.57,14.8,1.0,6.87,118.0
Chennai,2015-02-12,48.57,95.68,47.85,14.27,0.97,6.79,118.0
Chennai,2015-02-13,48.57,95.68,36.94,14.16,1.19,7.21,118.0
Chennai,2015-02-14,48.57,95.68,31.32,12.97,1.43,7.84,118.0
Chennai,2015-02-15,48.57,95.68,26.41,13.02,0.99,7.58,118.0
Chennai,2015-02-16,48.57,95.68,30.87,12.63,0.98,7.38,118.0
Chennai,2015-02-17,48.57,95.68,33.53,14.43,5.18,8.35,118.0
Chennai,2015-02-18,48.57,95.68,33.83,15.78,9.81,9.15,118.0
Chennai,2015-02-19,48.57,95.68,19.3,15.2,9.99,9.42,118.0
Chennai,2015-02-20,48.57,95.68,30.22,13.43,4.52,11.51,118.0
Chennai,2015-02-21,48.57,95.68,24.91,11.56,0.85,7.04,118.0
Chennai,2015-02-22,48.57,95.68,30.54,11.4,0.9,6.31,118.0
Chennai,2015-02-23,48.57,95.68,25.03,15.81,0.9,6.13,118.0
Chennai,2015-02-24,48.57,95.68,29.33,14.44,0.9,7.34,118.0
Chennai,2015-02-25,48.57,95.68,30.18,11.57,1.41,8.67,118.0
Chennai,2015-02-26,48.57,95.68,29.46,13.22,3.42,6.31,118.0
Chennai,2015-02-27,48.57,95.68,40.47,11.24,0.97,7.77,118.0
Chennai,2015-02-28,48.57,95.68,25.91,11.7,1.15,6.09,118.0
Chennai,2015-03-01,48.57,95.68,52.44,11.38,1.15,5.8,118.0
Chennai,2015-03-02,48.57,95.68,93.22,10.95,10.6,5.29,118.0
Chennai,2015-03-03,48.57,95.68,47.22,12.29,5.33,8.15,118.0
Chennai,2015-03-04,48.57,95.68,41.26,11.37,2.82,6.77,118.0
Chennai,2015-03-05,48.57,95.68,63.26,14.04,9.85,7.59,118.0
Chennai,2015-03-06,48.57,95.68,105.13,16.34,11.02,10.07,118.0
Chennai,2015-03-07,48.57,95.68,85.37,18.61,10.12,8.04,118.0
Chennai,2015-03-08,48.57,95.68,64.65,18.9,9.77,5.5,118.0
Chennai,2015-03-09,48.57,95.68,77.43,18.29,9.93,5.29,118.0
Chennai,2015-03-10,48.57,95.68,34.6,22.44,5.45,4.61,118.0
Chennai,2015-03-11,48.57,95.68,35.85,21.64,1.13,5.03,118.0
Chennai,2015-03-12,48.57,95.68,57.14,16.02,1.11,5.22,118.0
Chennai,2015-03-13,48.57,95.68,52.68,16.2,2.8,8.43,118.0
Chennai,2015-03-14,48.57,95.68,51.23,16.41,1.12,7.79,118.0
Chennai,2015-03-15,48.57,95.68,47.28,35.78,1.07,5.58,118.0
Chennai,2015-03-16,48.57,95.68,52.19,24.87,1.09,5.63,118.0
Chennai,2015-03-17,48.57,95.68,73.63,48.6,1.07,10.75,118.0
Chennai,2015-03-18,48.57,95.68,34.43,54.96,1.25,10.87,118.0
Chennai,2015-03-19,48.57,95.68,48.82,22.4,1.02,12.45,118.0
Chennai,2015-03-20,48.57,95.68,35.5,22.22,1.05,10.7,118.0
Chennai,2015-03-21,48.57,95.68,54.8,36.81,0.81,13.96,118.0
Chennai,2015-03-22,48.57,95.68,49.91,22.96,2.24,8.66,118.0
Chennai,2015-03-23,173.51,95.68,30.17,30.32,1.38,8.86,118.0
Chennai,2015-03-24,149.04,95.68,38.67,112.29,0.93,14.04,333.0
Chennai,2015-03-25,205.65,95.68,39.17,98.75,1.32,10.16,118.0
Chennai,2015-03-26,140.21,95.68,44.52,31.79,1.41,11.94,318.0
Chennai,2015-03-27,266.29,95.68,27.64,50.12,1.27,25.45,408.0
Chennai,2015-03-28,88.65,95.68,27.68,38.75,2.21,11.76,448.0
Chennai,2015-03-29,81.34,95.68,27.69,48.15,1.34,5.59,118.0
Chennai,2015-03-30,144.46,95.68,27.57,25.53,1.24,8.05,118.0
Chennai,2015-03-31,51.69,95.68,27.62,46.48,1.23,6.53,312.0
Chennai,2015-04-01,103.75,95.68,27.54,36.98,1.33,4.65,289.0
Chennai,2015-04-02,106.27,95.68,27.65,38.34,1.08,6.22,206.0
Chennai,2015-04-03,42.82,95.68,27.6,35.32,1.21,6.23,248.0
Chennai,2015-04-04,187.51,95.68,27.57,26.89,1.23,4.74,118.0
Chennai,2015-04-05,85.86,95.68,27.58,26.79,1.14,3.96,302.0
Chennai,2015-04-06,83.19,95.68,23.22,16.84,3.42,5.63,193.0
Chennai,2015-04-07,48.35,95.68,13.38,18.16,7.69,5.73,151.0
Chennai,2015-04-08,73.66,95.68,24.4,17.07,1.1,3.76,137.0
Chennai,2015-04-09,66.72,95.68,22.29,16.79,5.14,4.31,208.0
Chennai,2015-04-10,80.79,95.68,19.22,16.3,6.35,5.7,172.0
Chennai,2015-04-11,75.59,95.68,27.01,16.81,1.57,5.16,149.0
Chennai,2015-04-12,75.82,95.68,27.57,17.27,1.13,3.58,157.0
Chennai,2015-04-13,80.23,95.68,23.1,20.43,5.69,5.58,242.0
Chennai,2015-04-14,87.48,95.68,27.62,18.6,1.02,6.25,205.0
Chennai,2015-04-15,72.65,95.68,28.02,18.34,3.87,4.7,245.0
Chennai,2015-04-16,90.72,95.68,24.24,19.6,6.25,1.75,244.0
Chennai,2015-04-17,73.28,95.68,27.79,22.18,1.02,4.53,152.0
Chennai,2015-04-18,73.33,95.68,27.81,22.69,0.98,3.82,152.0
Chennai,2015-04-19,71.17,95.68,27.86,29.45,0.92,4.36,148.0
Chennai,2015-04-20,78.58,95.68,27.82,69.16,1.06,5.99,149.0
Chennai,2015-04-21,74.55,95.68,27.79,37.66,1.13,5.08,158.0
Chennai,2015-04-22,73.8,95.68,27.76,25.18,0.92,6.3,145.0
Chennai,2015-04-23,69.28,95.68,27.59,41.89,2.44,4.14,142.0
Chennai,2015-04-24,70.45,95.68,27.91,39.33,5.53,5.1,180.0
Chennai,2015-04-25,60.15,95.68,30.84,35.63,10.28,8.42,130.0
Chennai,2015-04-26,57.57,95.68,30.84,36.72,10.92,1.23,102.0
Chennai,2015-04-27,67.8,95.68,30.84,26.61,12.02,0.91,113.0
Chennai,2015-04-28,70.85,95.68,30.84,45.19,13.1,32.85,136.0
Chennai,2015-04-29,63.16,95.68,30.84,49.3,8.02,9.32,130.0
Chennai,2015-04-30,55.47,95.68,30.84,58.18,4.31,6.67,115.0
Chennai,2015-05-01,51.62,95.68,30.84,19.39,10.29,3.44,108.0
Chennai,2015-05-02,85.26,95.68,30.84,37.2,9.7,2.69,139.0
Chennai,2015-05-03,44.26,95.68,11.32,34.41,6.09,4.29,140.0
Chennai,2015-05-04,28.97,95.68,11.91,16.92,8.1,5.86,100.0
Chennai,2015-05-05,35.16,95.68,17.11,22.34,5.16,6.65,107.0
Chennai,2015-05-06,44.1,95.68,19.53,16.92,7.07,11.24,124.0
Chennai,2015-05-07,57.31,95.68,23.77,20.94,1.72,9.54,130.0
Chennai,2015-05-08,54.28,95.68,31.3,24.85,9.48,18.14,201.0
Chennai,2015-05-09,60.64,95.68,28.72,25.94,5.22,16.28,126.0
Chennai,2015-05-10,53.69,95.68,20.45,29.04,2.05,9.01,153.0
Chennai,2015-05-11,49.2,95.68,21.28,33.32,2.73,21.84,176.0
Chennai,2015-05-12,82.63,95.68,22.25,43.83,1.8,17.42,146.0
Chennai,2015-05-13,100.77,95.68,23.81,22.81,1.95,10.63,208.0
Chennai,2015-05-14,120.24,95.68,24.4,23.93,2.47,10.36,285.0
Chennai,2015-05-15,70.64,95.68,25.08,20.05,1.6,10.03,178.0
Chennai,2015-05-16,91.69,95.68,24.75,19.7,2.47,10.54,209.0
Chennai,2015-05-17,79.98,95.68,25.84,19.21,3.12,9.98,201.0
Chennai,2015-05-18,87.7,95.68,26.06,19.56,2.46,11.85,196.0
Chennai,2015-05-19,83.47,95.68,26.21,49.11,4.75,15.11,156.0
Chennai,2015-05-20,97.96,95.68,24.28,16.44,6.45,16.19,135.0
Chennai,2015-05-21,97.74,95.68,39.53,16.72,2.56,14.97,197.0
Chennai,2015-05-22,85.55,95.68,40.22,16.47,3.13,13.12,200.0
Chennai,2015-05-23,90.87,95.68,40.41,17.24,2.23,10.51,166.0
Chennai,2015-05-24,78.25,95.68,26.44,17.43,1.91,18.74,148.0
Chennai,2015-05-25,125.51,95.68,40.59,17.14,2.7,11.06,177.0
Chennai,2015-05-26,113.78,95.68,40.91,15.58,2.91,12.79,235.0
Chennai,2015-05-27,119.68,95.68,43.83,16.33,4.16,11.4,277.0
Chennai,2015-05-28,105.59,95.68,52.84,20.24,3.18,11.34,221.0
Chennai,2015-05-29,100.5,95.68,44.51,21.32,1.45,10.99,204.0
Chennai,2015-05-30,102.97,95.68,52.73,25.74,2.12,9.7,206.0
Chennai,2015-05-31,127.46,95.68,48.19,29.99,1.43,11.03,211.0
Chennai,2015-06-01,129.49,95.68,46.7,14.97,1.56,11.45,216.0
Chennai,2015-06-02,100.13,95.68,47.98,14.35,2.51,9.62,220.0
Chennai,2015-06-03,108.88,95.68,50.59,16.12,1.44,10.79,203.0
Chennai,2015-06-04,111.48,95.68,42.62,15.66,1.51,10.8,207.0
Chennai,2015-06-05,73.81,95.68,40.96,16.64,1.48,11.32,200.0
Chennai,2015-06-06,60.15,95.68,46.33,15.47,1.53,9.55,125.0
Chennai,2015-06-07,61.59,95.68,46.1,15.4,2.02,10.2,150.0
Chennai,2015-06-08,64.94,95.68,43.28,15.86,1.57,11.71,119.0
Chennai,2015-06-09,61.26,95.68,44.62,15.26,1.85,14.35,121.0
Chennai,2015-06-10,58.49,95.68,49.07,15.22,2.68,11.19,144.0
Chennai,2015-06-11,58.84,95.68,50.75,15.13,1.87,7.89,117.0
Chennai,2015-06-12,60.75,95.68,43.42,15.08,1.88,9.5,121.0
Chennai,2015-06-13,58.12,95.68,45.84,15.31,1.9,9.94,118.0
Chennai,2015-06-14,58.33,95.68,46.63,15.4,1.89,9.48,117.0
Chennai,2015-06-15,59.87,95.68,37.5,14.98,2.73,8.94,165.0
Chennai,2015-06-16,49.91,95.68,39.99,13.37,1.85,8.31,118.0
Chennai,2015-06-17,53.53,95.68,35.97,12.39,1.97,10.04,120.0
Chennai,2015-06-18,45.43,95.68,36.51,11.22,1.89,6.89,114.0
Chennai,2015-06-19,54.86,95.68,36.11,14.6,2.67,13.31,155.0
Chennai,2015-06-20,56.25,95.68,37.1,15.23,2.25,10.29,158.0
Chennai,2015-06-21,57.87,95.68,41.28,15.88,1.89,9.93,118.0
Chennai,2015-06-22,72.61,95.68,38.85,17.51,2.93,9.47,152.0
Chennai,2015-06-23,68.28,95.68,33.71,16.15,2.3,10.42,181.0
Chennai,2015-06-24,58.07,95.68,38.65,16.31,2.33,12.21,167.0
Chennai,2015-06-25,67.93,95.68,42.65,19.42,2.43,10.78,158.0
Chennai,2015-06-26,69.03,95.68,36.46,17.22,2.71,11.35,147.0
Chennai,2015-06-27,76.57,95.68,33.37,15.11,2.33,10.04,149.0
Chennai,2015-06-28,77.2,95.68,28.86,17.59,2.04,9.68,157.0
Chennai,2015-06-29,76.18,95.68,32.23,17.75,2.04,10.84,157.0
Chennai,2015-06-30,77.16,95.68,33.71,17.68,2.32,11.67,172.0
Chennai,2015-07-01,83.72,95.68,32.66,20.08,2.59,14.01,201.0
Chennai,2015-07-02,68.41,95.68,33.28,20.66,1.8,13.46,169.0
Chennai,2015-07-03,73.86,95.68,30.81,21.36,7.39,13.24,186.0
Chennai,2015-07-04,70.58,95.68,29.69,17.94,20.62,15.31,290.0
Chennai,2015-07-05,70.61,95.68,30.78,20.14,2.19,13.9,193.0
Chennai,2015-07-06,71.19,95.68,28.04,20.02,1.84,14.55,164.0
Chennai,2015-07-07,69.56,95.68,30.14,20.37,2.22,11.02,187.0
Chennai,2015-07-08,68.72,95.68,28.23,19.66,1.99,15.11,160.0
Chennai,2015-07-09,67.95,95.68,40.63,13.66,2.76,10.39,207.0
Chennai,2015-07-10,59.59,95.68,36.19,14.72,1.89,13.92,169.0
Chennai,2015-07-11,62.54,95.68,31.75,19.45,8.49,7.05,208.0
Chennai,2015-07-12,61.7,95.68,33.56,20.32,8.59,6.71,230.0
Chennai,2015-07-13,65.54,95.68,36.38,19.39,1.89,9.44,146.0
Chennai,2015-07-14,53.35,95.68,35.64,20.42,2.54,8.74,188.0
Chennai,2015-07-15,59.2,95.68,32.25,17.26,2.26,9.23,191.0
Chennai,2015-07-16,57.02,95.68,30.0,18.65,2.39,9.08,189.0
Chennai,2015-07-17,53.75,95.68,32.51,18.59,2.13,8.02,154.0
Chennai,2015-07-18,48.36,95.68,30.9,19.18,2.63,7.56,190.0
Chennai,2015-07-19,40.7,95.68,28.57,19.23,1.47,10.39,104.0
Chennai,2015-07-20,36.72,95.68,30.88,18.96,2.31,10.8,132.0
Chennai,2015-07-21,42.94,95.68,31.69,18.58,1.58,11.47,100.0
Chennai,2015-07-22,47.23,95.68,28.35,18.89,1.4,7.34,126.0
Chennai,2015-07-23,81.77,95.68,32.5,26.1,2.61,11.97,141.0
Chennai,2015-07-24,83.64,95.68,38.29,18.19,1.93,14.1,210.0
Chennai,2015-07-25,53.69,95.68,31.79,20.33,1.43,11.06,102.0
Chennai,2015-07-26,47.88,95.68,29.31,19.16,1.31,14.62,92.0
Chennai,2015-07-27,57.59,95.68,24.5,18.92,2.16,12.57,123.0
Chennai,2015-07-28,51.55,95.68,31.29,18.75,1.56,11.53,143.0
Chennai,2015-07-29,50.58,95.68,30.81,19.44,2.43,10.73,144.0
Chennai,2015-07-30,49.89,95.68,29.26,19.47,2.28,13.85,141.0
Chennai,2015-07-31,56.67,95.68,30.59,19.64,1.79,16.07,106.0
Chennai,2015-08-01,85.39,95.68,29.3,29.71,4.08,16.06,195.0
Chennai,2015-08-02,70.17,95.68,18.06,15.44,2.12,22.81,194.0
Chennai,2015-08-03,49.45,95.68,16.74,14.52,1.56,16.03,98.0
Chennai,2015-08-04,64.89,95.68,19.37,15.17,1.33,22.46,120.0
Chennai,2015-08-05,59.69,95.68,16.56,16.22,1.41,19.41,112.0
Chennai,2015-08-06,49.27,95.68,12.61,14.74,2.89,11.0,189.0
Chennai,2015-08-07,56.12,95.68,14.3,14.52,1.27,11.79,100.0
Chennai,2015-08-08,63.11,95.68,11.84,15.11,2.56,12.75,145.0
Chennai,2015-08-09,55.12,95.68,14.38,15.08,1.35,12.69,123.0
Chennai,2015-08-10,54.41,95.68,15.58,14.92,1.11,12.13,96.0
Chennai,2015-08-11,61.65,95.68,16.66,15.12,1.02,12.74,96.0
Chennai,2015-08-12,53.49,95.68,14.3,14.57,1.06,11.88,106.0
Chennai,2015-08-13,58.42,95.68,13.79,14.41,1.17,9.36,102.0
Chennai,2015-08-14,57.52,95.68,15.16,15.55,1.42,13.1,121.0
Chennai,2015-08-15,51.29,95.68,13.02,14.77,1.02,12.76,96.0
Chennai,2015-08-16,58.79,95.68,22.01,16.06,1.0,15.0,111.0
Chennai,2015-08-17,63.39,95.68,20.54,15.16,1.35,11.61,129.0
Chennai,2015-08-18,66.98,95.68,12.83,16.15,1.26,14.04,106.0
Chennai,2015-08-19,69.54,95.68,13.74,15.61,1.19,12.82,123.0
Chennai,2015-08-20,64.9,95.68,15.53,19.19,1.78,13.55,176.0
Chennai,2015-08-21,43.12,95.68,15.55,13.87,1.15,13.4,91.0
Chennai,2015-08-22,39.93,95.68,12.97,14.15,4.88,19.33,165.0
Chennai,2015-08-23,33.26,95.68,10.11,14.71,1.12,14.34,108.0
Chennai,2015-08-24,40.27,95.68,12.72,14.15,1.95,13.4,119.0
Chennai,2015-08-25,46.96,95.68,13.35,13.55,1.48,11.86,98.0
Chennai,2015-08-26,39.91,95.68,16.24,13.23,1.24,13.06,100.0
Chennai,2015-08-27,39.65,95.68,12.59,12.82,1.94,12.83,127.0
Chennai,2015-08-28,45.16,95.68,10.77,13.19,1.54,14.31,100.0
Chennai,2015-08-29,43.58,95.68,11.95,14.18,2.19,14.6,146.0
Chennai,2015-08-30,37.62,95.68,18.81,16.1,1.54,14.9,112.0
Chennai,2015-08-31,41.0,95.68,20.96,15.66,1.43,14.02,97.0
Chennai,2015-09-01,32.37,95.68,30.26,16.34,1.21,15.72,88.0
Chennai,2015-09-02,24.27,95.68,34.15,16.66,4.7,16.01,163.0
Chennai,2015-09-03,26.54,95.68,28.04,17.24,1.99,18.24,99.0
Chennai,2015-09-04,26.96,95.68,28.95,17.1,1.92,14.6,106.0
Chennai,2015-09-05,25.83,95.68,29.73,16.9,2.01,11.02,83.0
Chennai,2015-09-06,26.47,95.68,20.59,17.03,1.68,11.13,82.0
Chennai,2015-09-07,27.97,95.68,22.13,17.3,1.75,12.8,107.0
Chennai,2015-09-08,27.86,95.68,20.26,17.24,1.47,9.81,86.0
Chennai,2015-09-09,26.89,95.68,24.66,16.89,1.61,11.61,88.0
Chennai,2015-09-10,28.78,95.68,24.13,17.02,2.16,12.2,148.0
Chennai,2015-09-11,31.49,95.68,19.44,15.04,1.54,14.18,79.0
Chennai,2015-09-12,32.09,95.68,18.16,14.96,1.39,12.68,82.0
Chennai,2015-09-13,29.23,95.68,23.09,15.72,1.32,11.18,79.0
Chennai,2015-09-14,30.94,95.68,22.54,15.18,1.84,12.36,128.0
Chennai,2015-09-15,29.62,95.68,22.76,14.0,1.03,9.85,77.0
Chennai,2015-09-16,29.73,95.68,20.48,12.96,1.0,11.55,74.0
Chennai,2015-09-17,30.34,95.68,22.81,10.69,0.96,8.44,70.0
Chennai,2015-09-18,31.63,95.68,22.77,10.45,2.1,11.12,116.0
Chennai,2015-09-19,35.42,95.68,34.03,10.47,0.82,12.1,77.0
Chennai,2015-09-20,27.32,95.68,32.15,10.48,2.93,10.2,197.0
Chennai,2015-09-21,27.69,95.68,30.29,10.76,2.95,10.36,214.0
Chennai,2015-09-22,39.77,95.68,26.91,11.93,1.72,12.19,121.0
Chennai,2015-09-23,31.65,95.68,19.27,10.81,1.31,11.9,84.0
Chennai,2015-09-24,39.97,95.68,15.36,10.01,1.74,10.22,131.0
Chennai,2015-09-25,41.94,95.68,19.24,10.75,2.19,12.38,153.0
Chennai,2015-09-26,65.79,95.68,47.29,9.7,1.79,12.36,171.0
Chennai,2015-09-27,86.4,95.68,52.35,10.03,1.02,16.69,165.0
Chennai,2015-09-28,61.69,95.68,41.98,10.08,1.89,12.7,176.0
Chennai,2015-09-29,44.26,95.68,31.31,10.47,4.41,11.8,224.0
Chennai,2015-09-30,42.71,95.68,33.91,10.73,1.89,14.96,154.0
Chennai,2015-10-01,46.97,95.68,22.96,11.77,2.76,11.92,188.0
Chennai,2015-10-02,42.17,95.68,22.74,10.78,1.77,12.23,135.0
Chennai,2015-10-03,47.0,95.68,21.73,12.94,0.81,12.86,84.0
Chennai,2015-10-04,49.45,95.68,31.57,15.21,1.14,12.05,107.0
Chennai,2015-10-05,46.7,95.68,32.14,13.7,0.65,13.31,89.0
Chennai,2015-10-06,33.87,95.68,30.89,10.87,2.18,12.95,136.0
Chennai,2015-10-07,33.0,95.68,28.49,11.79,1.18,12.52,94.0
Chennai,2015-10-08,36.3,95.68,32.23,12.98,1.2,10.55,82.0
Chennai,2015-10-09,36.51,95.68,25.16,12.68,1.37,10.6,86.0
Chennai,2015-10-10,37.71,95.68,23.29,12.52,1.72,9.32,107.0
Chennai,2015-10-11,35.73,95.68,21.22,12.94,2.62,11.37,165.0
Chennai,2015-10-12,36.27,95.68,25.34,13.16,1.88,11.1,150.0
Chennai,2015-10-13,122.16,95.68,23.67,21.5,2.61,10.78,203.0
Chennai,2015-10-14,90.73,95.68,26.13,22.21,2.08,10.14,263.0
Chennai,2015-10-15,63.96,95.68,23.01,22.35,1.75,9.37,196.0
Chennai,2015-10-16,48.79,95.68,24.94,15.46,1.61,13.63,156.0
Chennai,2015-10-17,34.96,95.68,31.38,14.19,1.75,9.58,147.0
Chennai,2015-10-18,37.55,95.68,20.22,13.58,1.05,8.24,109.0
Chennai,2015-10-19,31.54,95.68,18.08,12.4,2.02,7.93,121.0
Chennai,2015-10-20,37.74,95.68,17.91,12.9,1.14,6.07,83.0
Chennai,2015-10-21,41.27,95.68,19.12,14.19,7.62,7.1,241.0
Chennai,2015-10-22,47.68,95.68,24.82,13.2,1.6,9.12,133.0
Chennai,2015-10-23,81.26,95.68,20.24,20.88,3.21,7.26,238.0
Chennai,2015-10-24,44.79,95.68,28.69,12.53,1.64,5.03,175.0
Chennai,2015-10-25,50.98,95.68,56.16,12.27,1.28,8.34,136.0
Chennai,2015-10-26,46.79,95.68,57.43,12.05,0.98,8.23,130.0
Chennai,2015-10-27,54.0,95.68,59.47,13.79,0.88,9.78,128.0
Chennai,2015-10-28,52.65,95.68,60.46,11.71,1.1,8.2,136.0
Chennai,2015-10-29,55.75,95.68,47.37,12.9,0.91,6.93,125.0
Chennai,2015-10-30,52.29,95.68,44.29,10.92,1.04,9.78,113.0
Chennai,2015-10-31,41.39,95.68,42.18,9.93,2.56,8.92,195.0
Chennai,2015-11-01,44.08,95.68,50.33,10.76,2.6,8.96,174.0
Chennai,2015-11-02,41.44,95.68,61.39,11.73,1.34,10.96,142.0
Chennai,2015-11-03,41.96,95.68,44.1,13.78,1.34,8.85,122.0
Chennai,2015-11-04,41.8,95.68,39.61,13.77,2.03,8.37,135.0
Chennai,2015-11-05,43.18,95.68,27.51,15.87,1.81,6.42,128.0
Chennai,2015-11-06,44.74,95.68,32.31,23.81,4.34,6.37,204.0
Chennai,2015-11-07,53.31,95.68,43.44,18.91,1.55,7.08,132.0
Chennai,2015-11-08,38.73,95.68,50.61,16.0,1.71,6.04,154.0
Chennai,2015-11-09,23.46,95.68,56.36,13.02,1.91,5.22,119.0
Chennai,2015-11-10,76.42,95.68,92.04,13.89,1.17,7.75,117.0
Chennai,2015-11-11,53.36,95.68,64.95,15.85,1.4,6.6,183.0
Chennai,2015-11-12,44.5,95.68,43.68,15.41,1.27,5.01,100.0
Chennai,2015-11-13,51.11,95.68,64.42,14.79,1.38,3.91,106.0
Chennai,2015-11-14,55.76,95.68,69.77,14.72,1.2,2.98,132.0
Chennai,2015-11-15,49.55,95.68,58.57,13.89,1.09,3.53,122.0
Chennai,2015-11-16,31.49,95.68,65.97,12.65,1.62,5.31,105.0
Chennai,2015-11-17,30.89,95.68,70.3,12.88,1.48,3.37,133.0
Chennai,2015-11-18,36.51,95.68,58.16,13.25,1.38,4.9,98.0
Chennai,2015-11-19,30.69,95.68,32.87,11.68,1.52,4.21,98.0
Chennai,2015-11-20,28.66,95.68,28.91,9.19,1.34,4.45,89.0
Chennai,2015-11-21,33.37,95.68,42.39,8.59,1.16,4.83,87.0
Chennai,2015-11-22,29.11,95.68,48.21,7.91,1.81,5.28,126.0
Chennai,2015-11-23,27.08,95.68,50.22,7.74,1.24,4.81,90.0
Chennai,2015-11-24,25.63,95.68,43.05,8.34,1.29,6.64,93.0
Chennai,2015-11-25,35.35,95.68,48.89,8.2,1.19,4.21,96.0
Chennai,2015-11-26,36.82,95.68,65.25,8.01,0.99,4.03,107.0
Chennai,2015-11-27,36.96,95.68,53.11,8.11,1.2,5.08,103.0
Chennai,2015-11-28,44.41,95.68,57.22,8.91,1.3,5.82,112.0
Chennai,2015-11-29,29.55,95.68,61.76,7.53,1.22,4.82,113.0
Chennai,2015-11-30,31.97,95.68,56.35,7.9,1.23,4.7,99.0
Chennai,2015-12-01,28.82,95.68,49.71,7.8,1.33,4.67,103.0
Chennai,2015-12-02,32.64,95.68,43.19,7.94,1.78,4.2,161.0
Chennai,2015-12-03,52.16,95.68,35.62,5.88,1.12,1.97,85.0
Chennai,2015-12-04,48.57,95.68,30.84,21.69,0.89,9.16,80.0
Chennai,2015-12-05,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2015-12-06,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Chennai,2015-12-07,13.27,95.68,19.08,7.74,2.11,11.52,118.0
Chennai,2015-12-08,48.08,95.68,32.87,6.79,1.23,4.0,107.0
Chennai,2015-12-09,40.81,95.68,34.14,6.05,1.54,3.34,121.0
Chennai,2015-12-10,40.96,95.68,36.71,6.76,1.28,2.65,100.0
Chennai,2015-12-11,46.17,95.68,36.39,5.56,1.49,2.63,108.0
Chennai,2015-12-12,78.83,95.68,36.2,7.55,1.34,2.85,97.0
Chennai,2015-12-13,138.07,95.68,45.23,8.62,1.23,4.44,130.0
Chennai,2015-12-14,54.85,95.68,36.62,8.39,1.36,3.41,113.0
Chennai,2015-12-15,42.45,95.68,44.62,7.61,1.29,3.99,106.0
Chennai,2015-12-16,46.16,95.68,22.53,7.64,1.15,5.37,102.0
Chennai,2015-12-17,48.64,95.68,34.27,7.96,1.35,4.69,129.0
Chennai,2015-12-18,44.78,95.68,30.28,8.38,1.39,3.82,130.0
Chennai,2015-12-19,39.11,95.68,20.24,8.47,1.58,3.01,114.0
Chennai,2015-12-20,42.67,95.68,29.24,19.41,1.45,3.55,117.0
Chennai,2015-12-21,65.01,95.68,27.77,18.15,1.56,1.62,103.0
Chennai,2015-12-22,56.1,95.68,36.75,16.39,1.76,1.49,150.0
Chennai,2015-12-23,50.32,95.68,59.97,17.56,0.79,1.95,104.0
Chennai,2015-12-24,63.0,95.68,12.16,20.86,0.94,1.74,106.0
Chennai,2015-12-25,59.47,95.68,12.69,22.32,0.81,2.0,108.0
Chennai,2015-12-26,71.81,95.68,23.4,12.18,0.76,2.2,111.0
Chennai,2015-12-27,81.74,95.68,39.39,9.86,1.77,2.11,165.0
Chennai,2015-12-28,62.63,95.68,37.11,12.09,6.75,2.5,211.0
Chennai,2015-12-29,65.1,95.68,13.33,16.1,3.66,4.28,241.0
Chennai,2015-12-30,57.23,95.68,21.97,15.14,0.54,2.0,114.0
Chennai,2015-12-31,52.27,95.68,25.77,16.46,0.71,3.5,100.0
Chennai,2016-01-01,65.97,95.68,34.57,32.92,0.89,0.94,125.0
Chennai,2016-01-02,41.3,95.68,30.84,8.72,0.67,15.6,123.0
Chennai,2016-01-03,36.81,95.68,30.84,6.44,1.17,2.91,106.0
Chennai,2016-01-04,44.87,95.68,31.84,12.75,0.74,3.33,63.0
Chennai,2016-01-05,63.67,95.68,18.99,21.07,1.17,2.71,132.0
Chennai,2016-01-06,67.49,95.68,24.3,19.92,0.72,3.1,136.0
Chennai,2016-01-07,52.94,95.68,17.02,10.48,2.34,2.82,184.0
Chennai,2016-01-08,69.88,95.68,19.24,25.36,0.89,3.91,120.0
Chennai,2016-01-09,66.89,95.68,14.33,21.05,0.88,3.91,162.0
Chennai,2016-01-10,62.27,95.68,17.26,20.35,1.04,3.71,119.0
Chennai,2016-01-11,51.56,95.68,23.03,20.34,0.77,3.83,113.0
Chennai,2016-01-12,58.27,95.68,20.26,22.24,1.09,3.17,119.0
Chennai,2016-01-13,63.13,95.68,19.69,25.19,0.96,4.38,129.0
Chennai,2016-01-14,80.23,95.68,30.64,21.76,2.73,4.91,220.0
