City,Date,PM2.5,PM10,O3,NO2,CO,SO2,AQI
Ahmedabad,2015-11-21,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-11-22,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-11-23,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-11-24,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-11-25,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-11-26,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-11-27,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-11-28,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-11-29,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-11-30,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-01,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-02,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-03,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-04,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-05,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-06,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-07,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-08,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-09,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-10,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-11,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-12,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-13,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-14,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-15,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-16,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-17,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-18,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-19,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-20,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-21,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-22,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-23,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-24,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-25,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-26,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-27,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-28,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-29,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-30,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2015-12-31,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-01,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-02,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-03,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-04,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-05,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-06,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-07,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-08,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-09,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-10,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-11,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-12,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-13,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-14,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-15,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-16,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-17,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-18,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-19,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-20,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-21,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-22,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-23,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-24,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-25,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-26,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-27,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-28,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-29,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-30,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-01-31,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-01,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-02,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-03,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-04,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-05,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-06,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-07,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-08,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-09,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-10,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-11,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-12,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-13,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-14,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-15,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-16,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-17,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-18,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-19,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-20,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-21,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-22,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-23,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-24,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-25,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-26,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-27,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-28,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-02-29,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-01,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-02,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-03,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-04,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-05,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-06,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-07,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-08,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-09,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-10,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-11,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-12,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-13,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-14,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-15,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-16,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-17,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-18,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-19,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-20,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-21,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-22,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-23,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-24,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-25,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-26,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-27,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-28,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-29,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-30,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-03-31,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-01,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-02,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-03,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-04,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-05,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-06,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-07,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-08,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-09,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-10,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-11,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-12,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-13,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-14,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-15,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-16,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-17,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-18,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-19,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-20,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-21,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-22,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-23,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-24,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-25,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-26,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-27,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-28,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-29,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-04-30,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-01,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-02,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-03,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-04,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-05,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-06,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-07,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-08,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-09,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-10,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-11,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-12,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-13,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-14,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-15,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-16,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-17,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-18,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-19,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-20,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-21,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-22,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-23,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-24,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-25,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-26,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-27,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-28,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-29,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-30,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-05-31,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-01,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-02,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-03,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-04,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-05,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-06,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-07,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-08,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-09,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-10,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-11,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-12,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-13,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-14,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-15,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-16,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-17,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-18,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-19,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-20,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-21,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-22,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-23,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-24,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-25,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-26,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-06-27,33.02,95.68,36.04,28.91,11.69,1.38,118.0
Ahmedabad,2016-06-28,27.29,95.68,39.26,28.12,9.81,1.61,272.0
Ahmedabad,2016-06-29,41.43,95.68,28.05,31.82,10.45,1.7,253.0
Ahmedabad,2016-06-30,30.16,95.68,23.76,15.99,10.41,1.6,256.0
Ahmedabad,2016-07-01,29.42,95.68,16.42,10.11,9.39,1.57,257.0
Ahmedabad,2016-07-02,20.87,95.68,14.27,7.49,9.04,1.6,213.0
Ahmedabad,2016-07-03,35.08,95.68,19.44,6.52,8.36,1.63,218.0
Ahmedabad,2016-07-04,40.23,95.68,15.16,2.79,8.68,1.69,214.0
Ahmedabad,2016-07-05,54.25,95.68,18.46,2.78,8.11,1.42,207.0
Ahmedabad,2016-07-06,49.04,95.68,15.33,1.65,7.38,1.44,169.0
Ahmedabad,2016-07-07,35.87,95.68,17.0,1.67,7.5,1.53,118.0
Ahmedabad,2016-07-08,46.3,95.68,24.0,1.8,7.3,1.8,118.0
Ahmedabad,2016-07-09,39.15,95.68,15.0,1.9,7.05,1.4,118.0
Ahmedabad,2016-07-10,45.3,95.68,27.0,2.5,6.7,0.9,118.0
Ahmedabad,2016-07-11,43.61,95.68,21.64,3.93,7.7,1.32,118.0
Ahmedabad,2016-07-12,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-07-13,34.89,95.68,82.14,11.73,24.46,14.6,118.0
Ahmedabad,2016-07-14,38.13,95.68,30.84,48.06,46.51,23.13,1842.0
Ahmedabad,2016-07-15,36.47,95.68,30.84,37.13,0.98,19.01,72.0
Ahmedabad,2016-07-16,40.9,95.68,30.84,36.77,4.09,17.01,91.0
Ahmedabad,2016-07-17,34.19,95.68,30.84,34.38,6.02,14.17,124.0
Ahmedabad,2016-07-18,32.92,95.68,30.84,36.8,4.92,14.66,145.0
Ahmedabad,2016-07-19,41.39,95.68,30.84,54.7,100.77,15.75,499.0
Ahmedabad,2016-07-20,31.71,95.68,30.84,22.75,1.67,15.47,557.0
Ahmedabad,2016-07-21,33.48,95.68,30.84,30.88,1.94,14.26,114.0
Ahmedabad,2016-07-22,30.8,95.68,30.84,25.15,2.57,17.02,148.0
Ahmedabad,2016-07-23,30.47,95.68,30.84,38.78,1.64,15.8,99.0
Ahmedabad,2016-07-24,34.64,95.68,30.84,39.23,6.67,15.07,117.0
Ahmedabad,2016-07-25,43.71,95.68,30.84,39.95,8.85,15.37,275.0
Ahmedabad,2016-07-26,46.52,95.68,6.9,33.24,3.87,15.0,183.0
Ahmedabad,2016-07-27,36.54,95.68,11.46,20.32,18.76,16.78,336.0
Ahmedabad,2016-07-28,36.87,95.68,4.91,23.28,26.51,13.74,468.0
Ahmedabad,2016-07-29,46.19,95.68,4.77,29.66,86.72,14.31,776.0
Ahmedabad,2016-07-30,48.44,95.68,4.26,30.66,84.21,15.67,805.0
Ahmedabad,2016-07-31,40.18,95.68,4.33,28.27,72.58,14.63,705.0
Ahmedabad,2016-08-01,33.5,95.68,4.81,30.42,79.53,14.95,740.0
Ahmedabad,2016-08-02,29.36,95.68,3.68,29.75,83.72,15.31,751.0
Ahmedabad,2016-08-03,44.59,95.68,4.91,29.34,89.85,14.18,798.0
Ahmedabad,2016-08-04,50.65,95.68,6.21,13.0,10.63,13.06,494.0
Ahmedabad,2016-08-05,33.93,95.68,6.16,13.41,5.06,19.54,234.0
Ahmedabad,2016-08-06,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-08-07,43.9,95.68,0.61,28.09,2.77,15.37,118.0
Ahmedabad,2016-08-08,93.34,95.68,1.4,27.88,9.72,13.18,327.0
Ahmedabad,2016-08-09,38.06,95.68,3.47,22.63,6.96,14.75,257.0
Ahmedabad,2016-08-10,20.19,95.68,4.9,18.13,10.41,15.01,300.0
Ahmedabad,2016-08-11,10.45,95.68,5.87,17.81,12.59,14.26,309.0
Ahmedabad,2016-08-12,29.87,95.68,9.6,14.69,13.53,14.56,316.0
Ahmedabad,2016-08-13,60.18,95.68,13.19,13.25,8.64,15.3,296.0
Ahmedabad,2016-08-14,85.1,95.68,12.45,12.91,8.14,14.51,240.0
Ahmedabad,2016-08-15,55.55,95.68,11.84,13.45,8.38,16.6,220.0
Ahmedabad,2016-08-16,170.22,95.68,10.05,17.88,15.47,14.21,460.0
Ahmedabad,2016-08-17,35.05,95.68,9.81,16.07,7.66,16.13,341.0
Ahmedabad,2016-08-18,37.68,95.68,13.7,9.49,6.39,16.15,216.0
Ahmedabad,2016-08-19,32.78,95.68,13.13,12.1,6.08,12.29,174.0
Ahmedabad,2016-08-20,53.5,95.68,5.48,14.19,12.0,16.32,252.0
Ahmedabad,2016-08-21,48.24,95.68,5.98,15.52,10.91,16.16,283.0
Ahmedabad,2016-08-22,63.27,95.68,8.68,13.23,8.82,24.81,282.0
Ahmedabad,2016-08-23,40.43,95.68,5.0,10.29,7.42,12.24,189.0
Ahmedabad,2016-08-24,31.15,95.68,12.97,9.94,8.91,21.48,204.0
Ahmedabad,2016-08-25,33.76,95.68,8.36,12.22,9.15,17.68,207.0
Ahmedabad,2016-08-26,35.95,95.68,8.61,9.75,10.05,16.66,218.0
Ahmedabad,2016-08-27,58.07,95.68,19.87,8.67,10.51,21.2,243.0
Ahmedabad,2016-08-28,46.04,95.68,10.35,8.75,9.72,17.27,219.0
Ahmedabad,2016-08-29,52.27,95.68,9.14,9.23,10.79,19.62,247.0
Ahmedabad,2016-08-30,46.68,95.68,15.97,9.3,10.08,17.77,235.0
Ahmedabad,2016-08-31,44.59,95.68,11.2,7.39,10.47,17.62,234.0
Ahmedabad,2016-09-01,30.81,95.68,15.72,7.86,9.36,17.58,217.0
Ahmedabad,2016-09-02,47.67,95.68,18.89,8.39,9.63,16.95,222.0
Ahmedabad,2016-09-03,35.69,95.68,14.63,8.14,9.38,16.72,241.0
Ahmedabad,2016-09-04,36.44,95.68,14.99,7.07,9.59,17.76,225.0
Ahmedabad,2016-09-05,33.83,95.68,13.9,7.82,10.14,17.93,241.0
Ahmedabad,2016-09-06,34.23,95.68,13.79,7.14,10.17,18.76,237.0
Ahmedabad,2016-09-07,52.15,95.68,14.67,7.15,10.7,16.32,251.0
Ahmedabad,2016-09-08,35.99,95.68,18.16,8.65,9.91,19.29,220.0
Ahmedabad,2016-09-09,37.93,95.68,15.42,9.2,9.75,19.07,221.0
Ahmedabad,2016-09-10,31.94,95.68,14.27,7.84,9.5,16.87,226.0
Ahmedabad,2016-09-11,18.04,95.68,19.0,7.02,7.3,15.49,208.0
Ahmedabad,2016-09-12,27.9,95.68,21.74,9.55,9.52,14.48,190.0
Ahmedabad,2016-09-13,36.51,95.68,22.56,10.68,10.07,18.22,250.0
Ahmedabad,2016-09-14,55.71,95.68,21.14,12.86,11.17,17.75,280.0
Ahmedabad,2016-09-15,57.01,95.68,20.81,11.99,13.68,18.36,306.0
Ahmedabad,2016-09-16,53.94,95.68,24.79,12.54,10.01,18.85,249.0
Ahmedabad,2016-09-17,49.34,95.68,26.39,8.67,9.75,15.82,213.0
Ahmedabad,2016-09-18,48.57,95.68,30.84,21.69,0.89,9.16,135.0
Ahmedabad,2016-09-19,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-09-20,48.57,95.68,30.84,21.69,0.89,9.16,118.0
Ahmedabad,2016-09-21,42.22,95.68,14.84,9.74,10.17,14.36,118.0
Ahmedabad,2016-09-22,39.43,95.68,11.63,10.1,12.67,16.95,268.0
Ahmedabad,2016-09-23,42.33,95.68,15.38,9.31,11.31,19.61,267.0
Ahmedabad,2016-09-24,26.75,95.68,17.5,6.77,9.8,19.37,216.0
Ahmedabad,2016-09-25,34.16,95.68,17.44,5.46,9.66,18.59,212.0
Ahmedabad,2016-09-26,30.07,95.68,17.65,5.73,9.82,18.28,214.0
Ahmedabad,2016-09-27,25.54,95.68,16.47,5.56,9.5,15.28,222.0
Ahmedabad,2016-09-28,38.47,95.68,17.34,5.7,10.63,17.44,216.0
Ahmedabad,2016-09-29,42.55,95.68,20.24,6.59,10.36,17.85,236.0
Ahmedabad,2016-09-30,38.1,95.68,16.83,7.04,10.2,18.46,225.0
Ahmedabad,2016-10-01,27.22,95.68,12.94,6.34,12.02,17.38,231.0
Ahmedabad,2016-10-02,41.81,95.68,22.44,9.77,10.75,18.03,298.0
Ahmedabad,2016-10-03,75.03,95.68,41.28,9.47,11.23,17.61,267.0
Ahmedabad,2016-10-04,48.57,95.68,30.84,21.69,0.89,9.16,236.0
Ahmedabad,2016-10-05,30.48,95.68,6.38,7.43,16.49,18.79,118.0
Ahmedabad,2016-10-06,75.06,95.68,6.0,6.35,14.78,19.31,301.0
Ahmedabad,2016-10-07,85.36,95.68,20.62,7.59,14.48,7.63,311.0
Ahmedabad,2016-10-08,124.97,95.68,26.4,9.72,13.2,6.74,313.0
Ahmedabad,2016-10-09,86.63,95.68,20.38,6.39,11.74,9.97,267.0
